alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,0202b1myro,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b1myro&format=geojson,,,,",ak0202b1myro,",2.2,ml,,ak,,"69km W of Anchor Point, Alaska",0.52,74,",ak,",automatic,1582148677151,"M 2.2 - 69km W of Anchor Point, Alaska",0,earthquake,",geoserve,origin,",-540,1582149005979,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b1myro
,2.7,70007t8b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007t8b&format=geojson,1.97,13.0,192.0,",us70007t8b,",4.5,mb,,us,,"291km WNW of Bandon, Oregon",0.97,315,",us,",reviewed,1582148286692,"M 4.5 - 291km WNW of Bandon, Oregon",0,earthquake,",dyfi,geoserve,origin,phase-data,",-540,1582709666918,https://earthquake.usgs.gov/earthquakes/eventpage/us70007t8b
,,39077439,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077439&format=geojson,0.1186,,84.0,",ci39077439,",0.98,ml,,ci,20.0,"12km WSW of Searles Valley, CA",0.14,15,",ci,",reviewed,1582147512790,"M 1.0 - 12km WSW of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582237303030,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077439
,3.4,70007tax,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007tax&format=geojson,4.499,12.0,167.0,",us70007tax,",3.7,ml,,us,,"3km SE of Brest, France",0.55,215,",us,",reviewed,1582147254733,"M 3.7 - 3km SE of Brest, France",0,earthquake,",dyfi,geoserve,origin,phase-data,",60,1583466128761,https://earthquake.usgs.gov/earthquakes/eventpage/us70007tax
,,00717446,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00717446&format=geojson,0.132,,144.95,",nn00717446,",1.4,ml,,nn,5.0,"46km SSE of Hawthorne, Nevada",0.1333,30,",nn,",reviewed,1582146878774,"M 1.4 - 46km SSE of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1582164512362,https://earthquake.usgs.gov/earthquakes/eventpage/nn00717446
,,39077407,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077407&format=geojson,0.04386,,52.0,",ci39077407,",0.55,ml,,ci,29.0,"4km N of Loma Linda, CA",0.15,5,",ci,",reviewed,1582146269300,"M 0.6 - 4km N of Loma Linda, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582148544340,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077407
,,600084k9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600084k9&format=geojson,4.405,,151.0,",us600084k9,",4.4,mb,,us,,Palau region,0.52,298,",us,",reviewed,1582146265716,M 4.4 - Palau region,0,earthquake,",geoserve,origin,phase-data,",540,1583464828040,https://earthquake.usgs.gov/earthquakes/eventpage/us600084k9
,,71390797,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71390797&format=geojson,0.0416,,127.0,",hv71390797,",2.02,md,,hv,40.0,"4km ENE of Pahala, Hawaii",0.13,63,",hv,",automatic,1582145941960,"M 2.0 - 4km ENE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1582146146710,https://earthquake.usgs.gov/earthquakes/eventpage/hv71390797
,,39077391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077391&format=geojson,0.05653,,113.0,",ci39077391,",1.2,ml,,ci,19.0,"25km WNW of Searles Valley, CA",0.13,22,",ci,",automatic,1582145866490,"M 1.2 - 25km WNW of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582146080488,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077391
,4.2,70007t7l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007t7l&format=geojson,0.05,131.0,75.0,",us70007t7l,",3.3,mb_lg,,us,,"8km ESE of Gardendale, Texas",0.42,223,",us,",reviewed,1582145684840,"M 3.3 - 8km ESE of Gardendale, Texas",0,earthquake,",dyfi,geoserve,origin,phase-data,",-360,1583179924133,https://earthquake.usgs.gov/earthquakes/eventpage/us70007t7l
,,600084k8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600084k8&format=geojson,4.198,,157.0,",us600084k8,",4.5,mb,,us,,South of the Fiji Islands,0.83,312,",us,",reviewed,1582145578369,M 4.5 - South of the Fiji Islands,0,earthquake,",geoserve,origin,phase-data,",720,1583333502040,https://earthquake.usgs.gov/earthquakes/eventpage/us600084k8
,,37434965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37434965&format=geojson,0.05337,,150.0,",ci37434965,",0.38,ml,,ci,8.0,"8km E of Coso Junction, CA",0.06,2,",ci,",reviewed,1582145487100,"M 0.4 - 8km E of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582237391924,https://earthquake.usgs.gov/earthquakes/eventpage/ci37434965
,,39077375,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077375&format=geojson,0.06518,,88.0,",ci39077375,",0.03,ml,,ci,7.0,"20km ESE of Little Lake, CA",0.03,0,",ci,",reviewed,1582145478070,"M 0.0 - 20km ESE of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582237468604,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077375
,,60360757,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60360757&format=geojson,0.2183,,80.0,",uu60360757,",1.15,md,,uu,17.0,"20km NW of Garland, Utah",0.11,20,",uu,",reviewed,1582145456140,"M 1.2 - 20km NW of Garland, Utah",0,earthquake,",geoserve,origin,phase-data,",-420,1582152537960,https://earthquake.usgs.gov/earthquakes/eventpage/uu60360757
,,60020069,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60020069&format=geojson,0.2232,,81.0,",uu60020069,",0.76,md,,uu,7.0,"21km NW of Garland, Utah",0.09,9,",uu,",reviewed,1582145429270,"M 0.8 - 21km NW of Garland, Utah",0,earthquake,",geoserve,origin,phase-data,",-420,1582152940440,https://earthquake.usgs.gov/earthquakes/eventpage/uu60020069
,,73343360,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343360&format=geojson,0.05555,,154.0,",nc73343360,",1.91,md,,nc,9.0,"10km NNW of Oroville, CA",0.05,56,",nc,",reviewed,1582145062910,"M 1.9 Quarry Blast - 10km NNW of Oroville, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,",-480,1582155544530,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343360
,,2020050031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020050031&format=geojson,0.1515,,241.0,",pr2020050031,",2.68,md,,pr,10.0,"17km SSE of Guanica, Puerto Rico",0.08,110,",pr,",reviewed,1582145017990,"M 2.7 - 17km SSE of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1582148437581,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020050031
,,39077359,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077359&format=geojson,0.03839,,105.0,",ci39077359,",0.2,ml,,ci,13.0,"13km WNW of Anza, CA",0.08,1,",ci,",reviewed,1582144890100,"M 0.2 - 13km WNW of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582149646072,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077359
,,61575347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61575347&format=geojson,,,150.0,",uw61575347,",1.44,ml,,uw,5.0,"13km E of Coburg, Oregon",0.3,32,",uw,",reviewed,1582144780210,"M 1.4 Explosion - 13km E of Coburg, Oregon",0,explosion,",geoserve,origin,phase-data,",-480,1582150756480,https://earthquake.usgs.gov/earthquakes/eventpage/uw61575347
,,73343355,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343355&format=geojson,0.01086,,91.0,",nc73343355,",0.78,md,,nc,14.0,"2km NNE of The Geysers, CA",0.02,9,",nc,",automatic,1582144763630,"M 0.8 - 2km NNE of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582150923396,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343355
,,2020050030,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020050030&format=geojson,0.1402,,257.0,",pr2020050030,",2.81,md,,pr,7.0,"15km SSE of Guanica, Puerto Rico",0.09,121,",pr,",reviewed,1582144631640,"M 2.8 - 15km SSE of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1582148463813,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020050030
,,0202b0zrbz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b0zrbz&format=geojson,,,,",ak0202b0zrbz,",0.4,ml,,ak,,"40km WNW of Ester, Alaska",0.46,2,",ak,",reviewed,1582144570237,"M 0.4 - 40km WNW of Ester, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582158338181,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b0zrbz
,,0202b0zeky,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b0zeky&format=geojson,,,,",ak0202b0zeky,",1.4,ml,,ak,,"20km N of North Nenana, Alaska",0.17,30,",ak,",automatic,1582144484679,"M 1.4 - 20km N of North Nenana, Alaska",0,earthquake,",geoserve,origin,",-540,1582144869798,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b0zeky
,,600084k7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600084k7&format=geojson,5.549,,100.0,",us600084k7,",4.4,mb,,us,,"188km W of Neiafu, Tonga",0.72,298,",us,",reviewed,1582144267150,"M 4.4 - 188km W of Neiafu, Tonga",0,earthquake,",geoserve,origin,phase-data,",-720,1582847675040,https://earthquake.usgs.gov/earthquakes/eventpage/us600084k7
,,39077327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077327&format=geojson,0.05544,,206.0,",ci39077327,",0.91,ml,,ci,13.0,"3km WSW of Valle Vista, CA",0.22,13,",ci,",automatic,1582144053860,"M 0.9 - 3km WSW of Valle Vista, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582144281116,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077327
,,71390762,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71390762&format=geojson,0.04375,,121.0,",hv71390762,",1.85,md,,hv,27.0,"1km SE of Pahala, Hawaii",0.1,53,",hv,",automatic,1582143887180,"M 1.9 - 1km SE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1582144090780,https://earthquake.usgs.gov/earthquakes/eventpage/hv71390762
,,73343340,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343340&format=geojson,0.01192,,77.0,",nc73343340,",0.64,md,,nc,8.0,"3km NE of The Geysers, CA",0.04,6,",nc,",automatic,1582143452820,"M 0.6 - 3km NE of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582149363236,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343340
,,0202b0vosz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b0vosz&format=geojson,,,,",ak0202b0vosz,",1.4,ml,,ak,,"30km WNW of North Nenana, Alaska",0.25,30,",ak,",automatic,1582143430934,"M 1.4 - 30km WNW of North Nenana, Alaska",0,earthquake,",geoserve,origin,",-540,1582143645492,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b0vosz
,,73343345,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343345&format=geojson,0.06203,,199.0,",nc73343345,",0.79,md,,nc,9.0,"20km NNE of Morgan Hill, CA",0.03,10,",nc,",reviewed,1582143402900,"M 0.8 - 20km NNE of Morgan Hill, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582155423860,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343345
,,80382409,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80382409&format=geojson,0.057,,74.0,",mb80382409,",1.74,ml,,mb,12.0,"4km E of Butte, Montana",0.13,47,",mb,",reviewed,1582142729860,"M 1.7 Quarry Blast - 4km E of Butte, Montana",0,quarry blast,",geoserve,origin,phase-data,",-420,1582143279440,https://earthquake.usgs.gov/earthquakes/eventpage/mb80382409
,,0202b0sha4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b0sha4&format=geojson,,,,",ak0202b0sha4,",2.1,ml,,ak,,"57km WSW of Anchor Point, Alaska",0.46,68,",ak,",automatic,1582142532084,"M 2.1 - 57km WSW of Anchor Point, Alaska",0,earthquake,",geoserve,origin,",-600,1582142792547,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b0sha4
,,39077303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077303&format=geojson,0.1235,,58.0,",ci39077303,",1.11,ml,,ci,27.0,"6km S of Mojave, CA",0.17,19,",ci,",reviewed,1582142091560,"M 1.1 Quarry Blast - 6km S of Mojave, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582146934553,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077303
,,37434805,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37434805&format=geojson,0.1427,,104.0,",ci37434805,",0.8,ml,,ci,19.0,"14km SSW of Searles Valley, CA",0.13,10,",ci,",reviewed,1582142079410,"M 0.8 - 14km SSW of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582147400603,https://earthquake.usgs.gov/earthquakes/eventpage/ci37434805
,,39077295,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077295&format=geojson,0.06908,,87.0,",ci39077295,",0.76,ml,,ci,23.0,"27km SSW of Ocotillo Wells, CA",0.23,9,",ci,",automatic,1582141899700,"M 0.8 - 27km SSW of Ocotillo Wells, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582142119082,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077295
,,39077287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077287&format=geojson,0.0243,,142.0,",ci39077287,",0.92,ml,,ci,10.0,"10km NE of Coso Junction, CA",0.11,13,",ci,",reviewed,1582141807590,"M 0.9 - 10km NE of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582210585041,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077287
,,73343335,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343335&format=geojson,0.0128,,99.0,",nc73343335,",0.15,md,,nc,8.0,"3km NE of The Geysers, CA",0.01,0,",nc,",automatic,1582141436060,"M 0.2 - 3km NE of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582147743056,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343335
,,0202b0cvnb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b0cvnb&format=geojson,,,,",ak0202b0cvnb,",1.6,ml,,ak,,"22km NNE of North Nenana, Alaska",1.32,39,",ak,",automatic,1582140576044,"M 1.6 - 22km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,",-540,1582140916356,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b0cvnb
,,0202b0bbfy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b0bbfy&format=geojson,,,,",ak0202b0bbfy,us70007t5l,",2.8,ml,,ak,,"27km WSW of Cohoe, Alaska",0.58,121,",ak,us,",automatic,1582140126299,"M 2.8 - 27km WSW of Cohoe, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1582753042040,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b0bbfy
,,0202b0b64y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b0b64y&format=geojson,,,,",ak0202b0b64y,",2.6,ml,,ak,,"39km NNE of Whittier, Alaska",0.85,104,",ak,",automatic,1582140093761,"M 2.6 Ice Quake - 39km NNE of Whittier, Alaska",0,ice quake,",geoserve,origin,",-540,1582158337661,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b0b64y
,,73343325,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343325&format=geojson,0.1532,,150.0,",nc73343325,",0.95,md,,nc,8.0,"13km SSW of Toms Place, CA",0.01,14,",nc,",reviewed,1582140014800,"M 1.0 - 13km SSW of Toms Place, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582144024709,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343325
,,61575292,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61575292&format=geojson,,,181.0,",uw61575292,",0.54,ml,,uw,8.0,"37km NNE of Amboy, Washington",0.07,4,",uw,",reviewed,1582139675340,"M 0.5 - 37km NNE of Amboy, Washington",0,earthquake,",geoserve,origin,phase-data,",-480,1582149299570,https://earthquake.usgs.gov/earthquakes/eventpage/uw61575292
,,39077263,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077263&format=geojson,0.05727,,43.0,",ci39077263,",1.11,ml,,ci,44.0,"11km SW of Morongo Valley, CA",0.13,19,",ci,",reviewed,1582139583900,"M 1.1 - 11km SW of Morongo Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582659596349,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077263
,,39077247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077247&format=geojson,0.04548,,115.0,",ci39077247,",0.59,ml,,ci,8.0,"22km N of Ridgecrest, CA",0.1,5,",ci,",automatic,1582138968800,"M 0.6 - 22km N of Ridgecrest, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582139181625,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077247
,,0202b06szm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b06szm&format=geojson,,,,",ak0202b06szm,",2.4,ml,,ak,,"56km SW of Haines Junction, Canada",1.6,89,",ak,",automatic,1582138861155,"M 2.4 - 56km SW of Haines Junction, Canada",0,earthquake,",geoserve,origin,",-480,1582139184852,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b06szm
,,80382399,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80382399&format=geojson,0.325,,181.0,",mb80382399,",1.52,ml,,mb,8.0,"7km W of Townsend, Montana",0.05,36,",mb,",reviewed,1582138790470,"M 1.5 Quarry Blast - 7km W of Townsend, Montana",0,quarry blast,",geoserve,origin,phase-data,",-420,1582143809920,https://earthquake.usgs.gov/earthquakes/eventpage/mb80382399
,,39077239,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077239&format=geojson,0.05034,,48.0,",ci39077239,",0.44,ml,,ci,15.0,"18km E of Little Lake, CA",0.09,3,",ci,",reviewed,1582138742660,"M 0.4 - 18km E of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582238059129,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077239
,,39077223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077223&format=geojson,0.03441,,57.0,",ci39077223,",0.07,ml,,ci,11.0,"19km E of Little Lake, CA",0.04,0,",ci,",reviewed,1582138419730,"M 0.1 - 19km E of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582238228096,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077223
,,39077207,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077207&format=geojson,0.05434,,55.0,",ci39077207,",0.82,ml,,ci,14.0,"17km E of Little Lake, CA",0.2,10,",ci,",automatic,1582138249950,"M 0.8 - 17km E of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582138467408,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077207
,3.6,2020050029,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020050029&format=geojson,0.1787,4.0,241.0,",us70007t55,pr2020050029,",3.06,md,,pr,11.0,"25km SSE of Guanica, Puerto Rico",0.12,145,",us,pr,",reviewed,1582138091870,"M 3.1 - 25km SSE of Guanica, Puerto Rico",0,earthquake,",dyfi,geoserve,origin,phase-data,",-240,1582752912040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020050029
,,2020050028,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020050028&format=geojson,0.0747,,208.0,",pr2020050028,",2.58,md,,pr,9.0,"4km WSW of Guanica, Puerto Rico",0.1,102,",pr,",reviewed,1582137922310,"M 2.6 - 4km WSW of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1582140654807,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020050028
,,60360732,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60360732&format=geojson,0.06815,,148.0,",uu60360732,",0.97,ml,,uu,10.0,"26km ENE of West Yellowstone, Montana",0.12,14,",uu,",reviewed,1582137921500,"M 1.0 - 26km ENE of West Yellowstone, Montana",0,earthquake,",geoserve,origin,phase-data,",-420,1582150919630,https://earthquake.usgs.gov/earthquakes/eventpage/uu60360732
,,60020044,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60020044&format=geojson,0.02694,,227.0,",uu60020044,",-0.58,md,,uu,5.0,"17km ENE of Milford, Utah",0.08,0,",uu,",reviewed,1582137791570,"M -0.6 - 17km ENE of Milford, Utah",0,earthquake,",geoserve,origin,phase-data,",-420,1582145742500,https://earthquake.usgs.gov/earthquakes/eventpage/uu60020044
,,60360727,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60360727&format=geojson,0.02615,,222.0,",uu60360727,",-0.29,md,,uu,7.0,"17km ENE of Milford, Utah",0.11,0,",uu,",reviewed,1582137773800,"M -0.3 - 17km ENE of Milford, Utah",0,earthquake,",geoserve,origin,phase-data,",-420,1582145370490,https://earthquake.usgs.gov/earthquakes/eventpage/uu60360727
,,60360722,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60360722&format=geojson,0.008362,,210.0,",uu60360722,",0.17,md,,uu,7.0,"17km NE of Milford, Utah",0.06,0,",uu,",reviewed,1582137725240,"M 0.2 - 17km NE of Milford, Utah",0,earthquake,",geoserve,origin,phase-data,",-420,1582151229850,https://earthquake.usgs.gov/earthquakes/eventpage/uu60360722
